instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,cluster
311,734448,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,4035,mid
312,734449,4,0,11,0,2,1,1,0.408333,0.412246,0.7216670000000001,0.0690375,4205,mid
313,734450,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.06219580000000001,4109,mid
314,734451,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,2933,mid
315,734452,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,3368,mid
316,734453,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,4067,mid
317,734454,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,3717,mid
318,734455,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,4486,good
319,734456,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,4195,mid
320,734457,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,1817,low
321,734458,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,3053,mid
322,734459,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,3392,mid
323,734460,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,3663,mid
324,734461,4,0,11,0,0,0,2,0.463333,0.457058,0.6845829999999999,0.18595,3520,mid
325,734462,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,2765,mid
326,734463,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,1607,low
327,734464,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,2566,low
328,734465,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,1495,low
329,734466,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,mid
330,734467,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,mid
331,734468,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,mid
332,734469,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,mid
333,734470,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,mid
334,734471,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,mid
335,734472,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,mid
336,734473,4,0,12,0,5,1,1,0.31416700000000003,0.331433,0.625833,0.100754,3940,mid
337,734474,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,3614,mid
338,734475,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.08395830000000001,3485,mid
339,734476,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.062208300000000015,3811,mid
340,734477,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,2594,low
341,734478,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,705,low
342,734479,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,3322,mid
343,734480,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.08271669999999999,3620,mid
344,734481,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,3190,mid
345,734482,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,2743,mid
346,734483,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,3310,mid
347,734484,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,3523,mid
348,734485,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.060958300000000014,3740,mid
349,734486,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,3709,mid
350,734487,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,3577,mid
351,734488,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,2739,mid
352,734489,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,2431,low
353,734490,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,3403,mid
354,734491,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.061570800000000016,3750,mid
355,734492,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,2660,low
356,734493,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,3068,mid
357,734494,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,2209,low
358,734495,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,1011,low
359,734496,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,754,low
360,734497,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,1317,low
361,734498,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,1162,low
362,734499,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.29396100000000003,2302,low
363,734500,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,2423,low
364,734501,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.13433699999999998,2999,mid
365,734502,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,2485,low
366,734503,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,2294,low
367,734504,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,1951,low
368,734505,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,2236,low
369,734506,1,1,1,0,3,1,2,0.1075,0.11933699999999997,0.414583,0.1847,2368,low
370,734507,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,3272,mid
371,734508,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,4098,mid
372,734509,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,4521,good
373,734510,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,3425,mid
374,734511,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,2376,low
375,734512,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,3598,mid
376,734513,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,2177,low
377,734514,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,4097,mid
378,734515,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,3214,mid
379,734516,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,2493,low
380,734517,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,2311,low
381,734518,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,2298,low
382,734519,1,1,1,0,2,1,2,0.373043,0.3642780000000001,0.716087,0.34913,2935,mid
383,734520,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,3376,mid
384,734521,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,3292,mid
385,734522,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,3163,mid
386,734523,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,1301,low
387,734524,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,1977,low
388,734525,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,2432,low
389,734526,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,4339,mid
390,734527,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,4270,mid
391,734528,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.07339580000000001,4075,mid
392,734529,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,3456,mid
393,734530,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,4023,mid
394,734531,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,3243,mid
395,734532,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,3624,mid
396,734533,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,4509,good
397,734534,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,4579,good
398,734535,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,3761,mid
399,734536,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.17849600000000002,4151,mid
400,734537,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,2832,mid
401,734538,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,2947,mid
402,734539,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,3784,mid
403,734540,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,4375,mid
404,734541,1,1,2,0,3,1,2,0.25666700000000003,0.266421,0.722917,0.133721,2802,mid
405,734542,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,3830,mid
406,734543,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,3831,mid
407,734544,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,2169,low
408,734545,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,1529,low
409,734546,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,3422,mid
410,734547,1,1,2,0,2,1,2,0.31916700000000003,0.333946,0.50875,0.141179,3922,mid
411,734548,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,4169,mid
412,734549,1,1,2,0,4,1,2,0.31666700000000003,0.330162,0.7529170000000001,0.091425,3005,mid
413,734550,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,4154,mid
414,734551,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,4318,mid
415,734552,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,2689,low
416,734553,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,3129,mid
417,734554,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,3777,mid
418,734555,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,4773,good
419,734556,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,5062,good
420,734557,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,3487,mid
421,734558,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,2732,mid
422,734559,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,3389,mid
423,734560,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,4322,mid
424,734561,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,4363,mid
425,734562,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,1834,low
426,734563,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,4990,good
427,734564,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,3194,mid
428,734565,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,4066,mid
429,734566,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,3423,mid
430,734567,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,3333,mid
431,734568,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,3956,mid
432,734569,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,4916,good
433,734570,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,5382,good
434,734571,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,4569,good
435,734572,1,1,3,0,6,0,1,0.2875,0.277767,0.35041700000000003,0.22575,4118,mid
436,734573,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,4911,good
437,734574,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,5298,good
438,734575,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,5847,good
439,734576,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.11506199999999997,6312,very_good
440,734577,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,6192,very_good
441,734578,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,4378,mid
442,734579,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,7836,very_good
443,734580,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,5892,good
444,734581,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.16231700000000002,6153,very_good
445,734582,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,6093,good
446,734583,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.08955830000000001,6230,very_good
447,734584,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,6871,very_good
448,734585,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,8362,very_good
449,734586,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,3372,mid
450,734587,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,4996,good
451,734588,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,5558,good
452,734589,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,5102,good
453,734590,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,5698,good
454,734591,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,6133,very_good
455,734592,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,5459,good
456,734593,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.25061700000000003,6235,very_good
457,734594,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,6041,good
458,734595,2,1,4,0,1,1,1,0.433913,0.427513,0.5043479999999999,0.312139,5936,good
459,734596,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,6772,very_good
460,734597,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,6436,very_good
461,734598,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,6457,very_good
462,734599,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,6460,very_good
463,734600,2,1,4,0,6,0,1,0.4375,0.426129,0.25416700000000003,0.274871,6857,very_good
464,734601,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,5169,good
465,734602,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,5585,good
466,734603,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,5918,good
467,734604,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,4862,good
468,734605,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,5409,good
469,734606,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,6398,very_good
470,734607,2,1,4,0,6,0,1,0.495,0.487996,0.5029170000000001,0.190917,7460,very_good
471,734608,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,7132,very_good
472,734609,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,6370,very_good
473,734610,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,6691,very_good
474,734611,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.16791199999999998,4367,mid
475,734612,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,6565,very_good
476,734613,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,7290,very_good
477,734614,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,6624,very_good
478,734615,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,1027,low
479,734616,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,3214,mid
480,734617,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,5633,good
481,734618,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,6196,very_good
482,734619,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,5026,good
483,734620,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,6233,very_good
484,734621,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,4220,mid
485,734622,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,6304,very_good
486,734623,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,5572,good
487,734624,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,5740,good
488,734625,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,6169,very_good
489,734626,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,6421,very_good
490,734627,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,6296,very_good
491,734628,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.15299200000000002,6883,very_good
492,734629,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.14987899999999998,6359,very_good
493,734630,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,6273,very_good
494,734631,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,5728,good
495,734632,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,4717,good
496,734633,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.31406300000000004,6572,very_good
497,734634,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,7030,very_good
498,734635,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,7429,very_good
499,734636,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,6118,very_good
500,734637,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,2843,mid
501,734638,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,5115,good
502,734639,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,7424,very_good
503,734640,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,7384,very_good
504,734641,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,7639,very_good
505,734642,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,8294,very_good
506,734643,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,7129,very_good
507,734644,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,4359,mid
508,734645,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,6073,good
509,734646,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,5260,good
510,734647,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,6770,very_good
511,734648,2,1,5,0,5,1,1,0.68,0.627529,0.7470829999999999,0.14055,6734,very_good
512,734649,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,6536,very_good
513,734650,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,6591,very_good
514,734651,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,6043,good
515,734652,2,1,5,0,2,1,1,0.7225,0.672992,0.6845829999999999,0.2954,5743,good
516,734653,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,6855,very_good
517,734654,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,7338,very_good
518,734655,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,4127,mid
519,734656,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,8120,very_good
520,734657,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,7641,very_good
521,734658,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,6998,very_good
522,734659,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,7001,very_good
523,734660,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,7055,very_good
524,734661,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,7494,very_good
525,734662,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.17538299999999998,7736,very_good
526,734663,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,7498,very_good
527,734664,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,6598,very_good
528,734665,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,6664,very_good
529,734666,2,1,6,0,2,1,2,0.6533329999999999,0.597875,0.833333,0.214546,4972,good
530,734667,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,7421,very_good
531,734668,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,7363,very_good
532,734669,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,7665,very_good
533,734670,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,7702,very_good
534,734671,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,6978,very_good
535,734672,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,5099,good
536,734673,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,6825,very_good
537,734674,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.11381199999999997,6211,very_good
538,734675,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,5905,good
539,734676,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,5823,good
540,734677,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,7458,very_good
541,734678,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,6891,very_good
542,734679,3,1,6,0,1,1,1,0.7158329999999999,0.654042,0.504167,0.300383,6779,very_good
543,734680,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,7442,very_good
544,734681,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,7335,very_good
545,734682,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,6879,very_good
546,734683,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,5463,good
547,734684,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,5687,good
548,734685,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.16852899999999998,5531,good
549,734686,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,6227,very_good
550,734687,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,6660,very_good
551,734688,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,7403,very_good
552,734689,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,6241,very_good
553,734690,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,6207,very_good
554,734691,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,4840,good
555,734692,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,4672,good
556,734693,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,6569,very_good
557,734694,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.15173699999999998,6290,very_good
558,734695,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.15173299999999998,7264,very_good
559,734696,3,1,7,0,4,1,1,0.7158329999999999,0.654683,0.529583,0.146775,7446,very_good
560,734697,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,7499,very_good
561,734698,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,6969,very_good
562,734699,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,6031,good
563,734700,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,6830,very_good
564,734701,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,6786,very_good
565,734702,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,5713,good
566,734703,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,6591,very_good
567,734704,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,5870,good
568,734705,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,4459,good
569,734706,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,7410,very_good
570,734707,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,6966,very_good
571,734708,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,7592,very_good
572,734709,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,8173,very_good
573,734710,3,1,7,0,4,1,1,0.776667,0.739263,0.5966670000000001,0.28481300000000004,6861,very_good
574,734711,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.15299200000000002,6904,very_good
575,734712,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,6685,very_good
576,734713,3,1,7,0,0,0,1,0.7216670000000001,0.667933,0.62375,0.170396,6597,very_good
577,734714,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,7105,very_good
578,734715,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,7216,very_good
579,734716,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,7580,very_good
580,734717,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,7261,very_good
581,734718,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,7175,very_good
582,734719,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,6824,very_good
583,734720,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,5464,good
584,734721,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,7013,very_good
585,734722,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,7273,very_good
586,734723,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,7534,very_good
587,734724,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,7286,very_good
588,734725,3,1,8,0,5,1,2,0.7158329999999999,0.667942,0.7158329999999999,0.238813,5786,good
589,734726,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,6299,very_good
590,734727,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,6544,very_good
591,734728,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,6883,very_good
592,734729,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,6784,very_good
593,734730,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,7347,very_good
594,734731,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,7605,very_good
595,734732,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,7148,very_good
596,734733,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,7865,very_good
597,734734,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,4549,good
598,734735,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.12997899999999998,6530,very_good
599,734736,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.07277080000000001,7006,very_good
600,734737,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,7375,very_good
601,734738,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.08459580000000001,7765,very_good
602,734739,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.07214580000000001,7582,very_good
603,734740,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,6053,good
604,734741,3,1,8,0,0,0,2,0.6533329999999999,0.595996,0.845833,0.228858,5255,good
605,734742,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,6917,very_good
606,734743,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,7040,very_good
607,734744,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,7697,very_good
608,734745,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,7713,very_good
609,734746,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,7350,very_good
610,734747,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,6140,very_good
611,734748,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.06407080000000001,5810,good
612,734749,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,6034,good
613,734750,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,6864,very_good
614,734751,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,7112,very_good
615,734752,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,6203,very_good
